所属区,成交均价,面积区间,序号,日期,成交套数,成交面积
福田,107697.68,90~144平方米,245883,2023/6/23,2,241.87
龙华,82126.29,144平方米以上,245884,2023/6/23,1,145.72
南山,102779.23,144平方米以上,245885,2023/6/23,1,242.79
全市,95032.85,144平方米以上,245886,2023/6/23,2,388.51
坪山,36786.08,90平方米以下,245777,2023/6/22,7,582.89
南山,78042.24,90平方米以下,245778,2023/6/22,1,53.93
罗湖,44096.4,90平方米以下,245779,2023/6/22,3,120.96
龙华,60664.21,90平方米以下,245780,2023/6/22,4,345.09
全市,46742.77,90平方米以下,245781,2023/6/22,39,3068.78
光明,45285.38,90平方米以下,245782,2023/6/22,9,773.22
福田,93988.76,90平方米以下,245783,2023/6/22,1,78.44
大鹏,27913.47,90平方米以下,245784,2023/6/22,1,85.98
宝安,50688.21,90平方米以下,245785,2023/6/22,8,655.99
龙岗,36221.98,90平方米以下,245786,2023/6/22,5,372.28
全市,62079.97,90~144平方米,245787,2023/6/22,48,5301.29
盐田,50445.3,90~144平方米,245788,2023/6/22,4,432.35
深汕,10979.51,90~144平方米,245789,2023/6/22,3,321.46
坪山,38338.94,90~144平方米,245790,2023/6/22,5,495.28
南山,105222.57,90~144平方米,245791,2023/6/22,1,90.76
罗湖,71219.21,90~144平方米,245792,2023/6/22,3,311.22
龙华,72351.21,90~144平方米,245793,2023/6/22,19,2118.22
龙岗,43728.45,90~144平方米,245794,2023/6/22,1,143.17
光明,45470.03,90~144平方米,245795,2023/6/22,1,118.93
宝安,60380.69,90~144平方米,245796,2023/6/22,9,1027.94
福田,107741.78,90~144平方米,245797,2023/6/22,2,241.96
宝安,50899.18,144平方米以上,245798,2023/6/22,1,151.57
龙华,75344.94,144平方米以上,245799,2023/6/22,1,173.31
罗湖,82908,144平方米以上,245800,2023/6/22,1,170.07
全市,70457.59,144平方米以上,245801,2023/6/22,3,494.95
深汕,11088.64,90~144平方米,245717,2023/6/21,1,98.5
坪山,35970.14,90~144平方米,245718,2023/6/21,6,654
南山,63816.73,90~144平方米,245719,2023/6/21,1,120.09
罗湖,78774.83,90~144平方米,245720,2023/6/21,2,199.73
龙华,67834.56,90~144平方米,245721,2023/6/21,15,1620.16
龙岗,43106.09,90~144平方米,245722,2023/6/21,6,666.19
光明,40907.82,90~144平方米,245723,2023/6/21,2,190.76
宝安,73650.99,90~144平方米,245724,2023/6/21,10,1084.86
福田,86001.65,90~144平方米,245725,2023/6/21,9,1162.11
福田,126836.84,144平方米以上,245726,2023/6/21,4,643.21
龙岗,43272.94,144平方米以上,245727,2023/6/21,1,163.95
龙华,78297.72,144平方米以上,245728,2023/6/21,1,145.85
罗湖,57205.87,144平方米以上,245729,2023/6/21,2,395.44
南山,65998.78,144平方米以上,245730,2023/6/21,7,2116.06
全市,75732.48,144平方米以上,245731,2023/6/21,15,3464.51
深汕,9782.36,90平方米以下,245705,2023/6/21,1,89.47
