所属区,成交均价,用途,序号,可售面积,日期,可售套数,成交套数,成交面积
龙华,59303.46,住宅,257547,980684.89,2023-11-23,9793,18,1689.26
龙岗,47017.97,住宅,257546,1081148.43,2023-11-23,11584,11,1119.96
光明,42310.73,住宅,257545,726302.49,2023-11-23,7614,25,2394.52
福田,95846.72,住宅,257544,149678.25,2023-11-23,1131,2,243.89
大鹏,0,住宅,257543,84975.14,2023-11-23,730,0,0
宝安,57168.17,住宅,257542,747934.06,2023-11-23,7738,34,3453.6
全市,66577.38,商业,257541,1720820.19,2023-11-23,25379,8,871.88
盐田,0,商业,257540,13885.56,2023-11-23,250,0,0
深汕,0,商业,257539,100840.57,2023-11-23,1481,0,0
坪山,0,商业,257538,45069.21,2023-11-23,551,0,0
南山,70783.86,商业,257537,368176.87,2023-11-23,4338,5,766.56
罗湖,62267.02,商业,257536,60032.68,2023-11-23,776,1,33.44
龙华,0,商业,257535,187140.43,2023-11-23,4349,0,0
龙岗,18307.16,商业,257534,265836,2023-11-23,4305,1,36.58
光明,0,商业,257533,150508.8,2023-11-23,2395,0,0
福田,0,商业,257532,84771.73,2023-11-23,511,0,0
大鹏,0,商业,257531,30167.04,2023-11-23,498,0,0
宝安,29334.96,商业,257530,414391.3,2023-11-23,5925,1,35.3
福田,0,其他,257487,113905.98,2023-11-22,636,0,0
盐田,0,办公楼,257486,9609.38,2023-11-22,112,0,0
深汕,0,办公楼,257485,54013.67,2023-11-22,400,0,0
坪山,0,办公楼,257484,4631.33,2023-11-22,117,0,0
南山,0,办公楼,257483,386020.21,2023-11-22,2143,0,0
罗湖,0,办公楼,257482,216090.11,2023-11-22,1561,0,0
龙华,0,办公楼,257481,51522.67,2023-11-22,265,0,0
龙岗,26673.25,办公楼,257480,186636.21,2023-11-22,2541,100,15519.19
光明,0,办公楼,257479,40548.33,2023-11-22,541,0,0
福田,0,办公楼,257478,68950.95,2023-11-22,526,0,0
宝安,0,办公楼,257477,267915.36,2023-11-22,1900,0,0
全市,55824.79,住宅,257476,5019671.01,2023-11-22,50328,73,7503.23
盐田,0,住宅,257475,75883.9,2023-11-22,773,0,0
深汕,11468.23,住宅,257474,354587.25,2023-11-22,3019,1,98.5
坪山,35338.07,住宅,257473,545288.11,2023-11-22,5992,5,443.25
南山,80900.75,住宅,257472,229556.68,2023-11-22,1791,1,119.9
罗湖,50413.75,住宅,257471,77074.41,2023-11-22,563,3,294.81
龙华,64373.93,住宅,257470,981562.4,2023-11-22,9802,12,1196.54
龙岗,43154.11,住宅,257469,1046528.89,2023-11-22,11167,7,776.22
光明,41267.17,住宅,257468,726670.59,2023-11-22,7618,11,1002.6
福田,98384.89,住宅,257467,148279.17,2023-11-22,1121,4,490.3
大鹏,0,住宅,257466,85071.81,2023-11-22,731,0,0
宝安,57568.52,住宅,257465,749167.8,2023-11-22,7751,29,3081.11
全市,42944.51,商业,257464,1721674,2023-11-22,25394,8,468.08
盐田,0,商业,257463,13885.56,2023-11-22,250,0,0
深汕,0,商业,257462,100840.57,2023-11-22,1481,0,0
坪山,0,商业,257461,45069.21,2023-11-22,551,0,0
南山,70731.21,商业,257460,368365.68,2023-11-22,4339,1,152.44
罗湖,0,商业,257459,60066.12,2023-11-22,777,0,0
龙华,0,商业,257458,187216.88,2023-11-22,4351,0,0
龙岗,20565.45,商业,257457,266212.96,2023-11-22,4312,5,209.04
光明,30900.48,商业,257456,150508.8,2023-11-22,2395,1,41.45
福田,0,商业,257455,84771.73,2023-11-22,511,0,0
大鹏,0,商业,257454,30167.04,2023-11-22,498,0,0
宝安,57396.41,商业,257453,414569.45,2023-11-22,5929,1,65.15
全市,69715.39,其他,257452,1276629.97,2023-11-22,8245,3,170.76
盐田,0,其他,257451,12929.95,2023-11-22,51,0,0
深汕,0,其他,257450,11177.5,2023-11-22,238,0,0
南山,69715.39,其他,257449,269744.91,2023-11-22,2383,3,170.76
罗湖,0,其他,257448,92118.22,2023-11-22,143,0,0
龙华,0,其他,257447,260475.34,2023-11-22,1730,0,0
龙岗,0,其他,257446,170844.47,2023-11-22,97,0,0
光明,0,其他,257445,14189.71,2023-11-22,323,0,0
全市,26673.25,办公楼,257444,1285938.22,2023-11-22,10106,100,15519.19
宝安,0,其他,257443,331243.89,2023-11-22,2644,0,0
罗湖,0,住宅,257405,78986.79,2023-11-21,582,0,0
龙华,66773.45,住宅,257404,1056607.15,2023-11-21,10563,4,367.41
龙岗,36961.22,住宅,257403,1048906.54,2023-11-21,11199,3,296.13
光明,42600.89,住宅,257402,747063.64,2023-11-21,7702,14,1417.86
福田,88551.52,住宅,257401,148330.44,2023-11-21,1124,1,142.82
大鹏,0,住宅,257400,85263.57,2023-11-21,733,0,0
宝安,75027.65,住宅,257399,756258.36,2023-11-21,7837,21,2210.24
全市,49058.12,商业,257398,1738820.63,2023-11-21,25685,17,1038.83
盐田,0,商业,257397,24719.16,2023-11-21,432,0,0
南山,104987.67,住宅,257406,229542.42,2023-11-21,1791,3,556.23
坪山,35415.23,住宅,257407,545767.09,2023-11-21,5995,4,388.4
深汕,10000,住宅,257408,354685.75,2023-11-21,3020,1,165.3
盐田,0,住宅,257409,76300.79,2023-11-21,777,0,0
全市,62795.42,住宅,257410,5127712.54,2023-11-21,51323,51,5544.39
宝安,0,办公楼,257411,267915.36,2023-11-21,1900,0,0
福田,49571.13,办公楼,257412,68737.53,2023-11-21,525,2,50.61
光明,0,办公楼,257413,40548.33,2023-11-21,541,0,0
龙岗,0,办公楼,257414,186636.21,2023-11-21,2541,0,0
龙华,0,办公楼,257415,51522.67,2023-11-21,265,0,0
罗湖,45093.09,办公楼,257416,216090.11,2023-11-21,1561,1,49.61
南山,88170,办公楼,257417,390071.63,2023-11-21,2185,1,39.3
坪山,0,办公楼,257418,4631.33,2023-11-21,117,0,0
深汕,0,办公楼,257419,54013.67,2023-11-21,400,0,0
盐田,0,办公楼,257420,9609.38,2023-11-21,112,0,0
福田,0,其他,257421,113905.98,2023-11-21,636,0,0
宝安,21240.01,其他,257377,331243.89,2023-11-21,2644,1,34.29
全市,58851.38,办公楼,257378,1289776.22,2023-11-21,10147,4,139.52
光明,0,其他,257379,15263.07,2023-11-21,327,0,0
龙岗,0,其他,257380,170844.47,2023-11-21,97,0,0
龙华,0,其他,257381,260475.34,2023-11-21,1730,0,0
罗湖,0,其他,257382,92118.22,2023-11-21,143,0,0
南山,67114.25,其他,257383,269744.91,2023-11-21,2383,1,58.3
深汕,0,其他,257384,11177.5,2023-11-21,238,0,0
盐田,0,其他,257385,12929.95,2023-11-21,51,0,0
全市,50125.08,其他,257386,1277703.33,2023-11-21,8249,2,92.59
宝安,84687.74,商业,257387,415104.85,2023-11-21,5937,1,132.9
大鹏,0,商业,257388,30167.04,2023-11-21,498,0,0
福田,0,商业,257389,83909.95,2023-11-21,496,0,0
深汕,0,商业,257396,100840.57,2023-11-21,1481,0,0
坪山,0,商业,257395,45449.03,2023-11-21,558,0,0
南山,105537.41,商业,257394,368743.58,2023-11-21,4341,2,146.04
罗湖,54487.81,商业,257393,60066.12,2023-11-21,777,1,65.28
龙华,0,商业,257392,187800.54,2023-11-21,4357,0,0
龙岗,29856.18,商业,257391,271328.03,2023-11-21,4410,13,694.61
光明,0,商业,257390,150691.76,2023-11-21,2398,0,0
福田,0,其他,257347,113905.98,2023-11-20,636,0,0
盐田,0,办公楼,257346,9609.38,2023-11-20,112,0,0
深汕,0,办公楼,257345,54013.67,2023-11-20,400,0,0
坪山,0,办公楼,257344,4631.33,2023-11-20,117,0,0
南山,0,办公楼,257343,390120.58,2023-11-20,2186,0,0
罗湖,0,办公楼,257342,216139.72,2023-11-20,1562,0,0
龙华,0,办公楼,257341,51522.67,2023-11-20,265,0,0
龙岗,0,办公楼,257340,186636.21,2023-11-20,2541,0,0
光明,0,办公楼,257339,40548.33,2023-11-20,541,0,0
福田,53310.43,办公楼,257338,69156.27,2023-11-20,531,5,937.77
宝安,0,办公楼,257337,267951.17,2023-11-20,1901,0,0
龙岗,37704.74,住宅,257329,1049881.6,2023-11-20,11210,2,165.38
光明,44369.83,住宅,257328,747673.54,2023-11-20,7709,7,627.18
福田,0,住宅,257327,148651.52,2023-11-20,1127,0,0
大鹏,0,住宅,257326,85360.24,2023-11-20,734,0,0
宝安,57518.64,住宅,257325,756664.64,2023-11-20,7842,10,978.8
全市,61108.02,商业,257324,1739461.46,2023-11-20,25697,7,294.41
盐田,48517.32,商业,257323,24719.16,2023-11-20,432,2,74.82
深汕,0,商业,257322,100840.57,2023-11-20,1481,0,0
坪山,0,商业,257321,45449.03,2023-11-20,558,0,0
南山,100061.26,商业,257320,368813,2023-11-20,4343,1,83.27
罗湖,0,商业,257319,59994.72,2023-11-20,775,0,0
龙华,0,商业,257318,187908.85,2023-11-20,4358,0,0
龙岗,30286.96,商业,257317,271632.01,2023-11-20,4417,2,56.44
光明,0,商业,257316,150691.76,2023-11-20,2398,0,0
福田,0,商业,257315,83909.95,2023-11-20,496,0,0
大鹏,0,商业,257314,30167.04,2023-11-20,498,0,0
宝安,54071.73,商业,257313,415335.37,2023-11-20,5941,2,79.88
全市,31257.6,其他,257312,1277766.23,2023-11-20,8251,1,444.84
盐田,0,其他,257311,12929.95,2023-11-20,51,0,0
深汕,0,其他,257310,11177.5,2023-11-20,238,0,0
南山,0,其他,257309,269744.91,2023-11-20,2383,0,0
罗湖,0,其他,257308,92118.22,2023-11-20,143,0,0
龙华,0,其他,257307,260503.95,2023-11-20,1731,0,0
龙岗,0,其他,257306,170844.47,2023-11-20,97,0,0
光明,0,其他,257305,15263.07,2023-11-20,327,0,0
全市,53310.43,办公楼,257304,1290329.33,2023-11-20,10156,5,937.77
宝安,31257.6,其他,257303,331278.18,2023-11-20,2645,1,444.84
龙华,66879.89,住宅,257330,1057777.55,2023-11-20,10575,4,356.36
罗湖,0,住宅,257331,79192.03,2023-11-20,584,0,0
南山,0,住宅,257332,229422.59,2023-11-20,1790,0,0
坪山,36916.67,住宅,257333,545925.82,2023-11-20,5997,3,267.38
深汕,0,住宅,257334,354945.64,2023-11-20,3022,0,0
盐田,0,住宅,257335,76391.63,2023-11-20,778,0,0
全市,51800.27,住宅,257336,5131886.8,2023-11-20,51368,26,2395.1
坪山,35609.9,住宅,257270,546473.48,2023-11-19,6004,9,817.87
深汕,11506.45,住宅,257271,354945.64,2023-11-19,3022,1,128.28
盐田,0,住宅,257272,76480.39,2023-11-19,779,0,0
全市,54372.8,住宅,257273,5138617.63,2023-11-19,51433,76,7377.2
宝安,0,办公楼,257274,350349.86,2023-11-19,2290,0,0
福田,0,办公楼,257275,69369.69,2023-11-19,532,0,0
光明,0,办公楼,257276,40548.33,2023-11-19,541,0,0
龙岗,0,办公楼,257277,186636.21,2023-11-19,2541,0,0
龙华,0,办公楼,257278,51522.67,2023-11-19,265,0,0
罗湖,0,办公楼,257279,216139.72,2023-11-19,1562,0,0
南山,91070,办公楼,257280,390120.58,2023-11-19,2186,1,39.3
坪山,0,办公楼,257281,4631.33,2023-11-19,117,0,0
深汕,0,办公楼,257282,54013.67,2023-11-19,400,0,0
盐田,0,办公楼,257283,9609.38,2023-11-19,112,0,0
福田,0,其他,257284,113905.98,2023-11-19,636,0,0
全市,91070,办公楼,257241,1372941.44,2023-11-19,10546,1,39.3
光明,0,其他,257242,15263.07,2023-11-19,327,0,0
龙岗,0,其他,257243,170844.47,2023-11-19,97,0,0
龙华,0,其他,257244,261786.32,2023-11-19,1732,0,0
罗湖,0,其他,257245,92118.22,2023-11-19,143,0,0
南山,0,其他,257246,269744.91,2023-11-19,2383,0,0
深汕,0,其他,257247,11177.5,2023-11-19,238,0,0
盐田,0,其他,257248,12929.95,2023-11-19,51,0,0
全市,0,其他,257249,1279048.6,2023-11-19,8252,0,0
宝安,26399.59,商业,257250,415374.07,2023-11-19,5942,2,70.98
大鹏,0,商业,257251,30167.04,2023-11-19,498,0,0
福田,0,商业,257252,83909.95,2023-11-19,496,0,0
光明,0,商业,257253,150733.21,2023-11-19,2399,0,0
龙岗,22834.47,商业,257254,271811.72,2023-11-19,4420,8,382.07
龙华,0,商业,257255,187908.85,2023-11-19,4358,0,0
罗湖,0,商业,257256,59994.72,2023-11-19,775,0,0
南山,63335.68,商业,257257,369008.88,2023-11-19,4345,1,42.63
坪山,0,商业,257258,45449.03,2023-11-19,558,0,0
深汕,0,商业,257259,100840.57,2023-11-19,1481,0,0
盐田,46692.46,商业,257260,24719.16,2023-11-19,432,2,127.2
全市,30884.74,商业,257261,1739917.2,2023-11-19,25704,13,622.88
宝安,58476.28,住宅,257262,758889.04,2023-11-19,7862,9,820.09
大鹏,0,住宅,257263,85360.24,2023-11-19,734,0,0
福田,90446.99,住宅,257264,148970.45,2023-11-19,1130,7,810.48
光明,40390.54,住宅,257265,748792.08,2023-11-19,7720,17,1554.95
龙岗,41721.83,住宅,257266,1051358.21,2023-11-19,11223,13,1241.43
龙华,60768.83,住宅,257267,1058287.52,2023-11-19,10581,15,1454.39
罗湖,66988.09,住宅,257268,79403.51,2023-11-19,586,2,188.94
南山,93187.08,住宅,257269,229657.07,2023-11-19,1792,3,360.77
宝安,0,其他,257240,331278.18,2023-11-19,2645,0,0
坪山,34456.28,住宅,257212,546680.28,2023-11-18,6006,5,404.55
深汕,10031,住宅,257213,355073.92,2023-11-18,3023,1,94.61
盐田,0,住宅,257214,76480.39,2023-11-18,779,0,0
全市,53658.31,住宅,257215,5144298.93,2023-11-18,51492,86,8331.69
宝安,0,办公楼,257216,350617.22,2023-11-18,2291,0,0
福田,47957.61,办公楼,257217,67575.2,2023-11-18,529,3,696.56
福田,0,其他,257226,113905.98,2023-11-18,636,0,0
盐田,0,办公楼,257225,9609.38,2023-11-18,112,0,0
深汕,0,办公楼,257224,54013.67,2023-11-18,400,0,0
坪山,0,办公楼,257223,4631.33,2023-11-18,117,0,0
南山,0,办公楼,257222,390120.58,2023-11-18,2186,0,0
罗湖,0,办公楼,257221,216139.72,2023-11-18,1562,0,0
龙华,0,办公楼,257220,51522.67,2023-11-18,265,0,0
龙岗,0,办公楼,257219,186636.21,2023-11-18,2541,0,0
光明,0,办公楼,257218,40548.33,2023-11-18,541,0,0
深汕,0,其他,257169,11177.5,2023-11-18,238,0,0
南山,67475.65,其他,257168,269744.91,2023-11-18,2383,1,58.51
罗湖,0,其他,257167,92118.22,2023-11-18,143,0,0
龙华,0,其他,257166,261786.32,2023-11-18,1732,0,0
龙岗,0,其他,257165,170844.47,2023-11-18,97,0,0
光明,0,其他,257164,15263.07,2023-11-18,327,0,0
全市,47957.61,办公楼,257163,1371414.31,2023-11-18,10544,3,696.56
南山,0,住宅,257211,229856.61,2023-11-18,1794,0,0
罗湖,60705.76,住宅,257210,79539.02,2023-11-18,587,3,373.38
龙华,61036.64,住宅,257209,1059431.96,2023-11-18,10592,22,2120.61
龙岗,39021.38,住宅,257208,1052274.09,2023-11-18,11233,17,1652.45
光明,41605.87,住宅,257207,750213.4,2023-11-18,7736,12,1153.25
福田,94219.06,住宅,257206,149095.12,2023-11-18,1131,4,412.8
大鹏,0,住宅,257205,85360.24,2023-11-18,734,0,0
宝安,60715.07,住宅,257204,760293.9,2023-11-18,7877,22,2120.04
全市,37587.09,商业,257203,1740295.27,2023-11-18,25711,6,243.91
盐田,0,商业,257202,24846.36,2023-11-18,434,0,0
深汕,0,商业,257201,100840.57,2023-11-18,1481,0,0
坪山,0,商业,257200,45449.03,2023-11-18,558,0,0
南山,61073.95,商业,257199,369008.88,2023-11-18,4345,2,85.26
罗湖,0,商业,257198,59994.72,2023-11-18,775,0,0
龙华,0,商业,257197,187908.85,2023-11-18,4358,0,0
龙岗,0,商业,257176,272062.59,2023-11-18,4425,0,0
光明,0,商业,257175,150733.21,2023-11-18,2399,0,0
福田,0,商业,257174,83909.95,2023-11-18,496,0,0
大鹏,0,商业,257173,30167.04,2023-11-18,498,0,0
宝安,24965.03,商业,257172,415374.07,2023-11-18,5942,4,158.65
全市,67475.65,其他,257171,1279048.6,2023-11-18,8252,1,58.51
盐田,0,其他,257170,12929.95,2023-11-18,51,0,0
宝安,0,其他,257162,331278.18,2023-11-18,2645,0,0
福田,0,其他,257161,113905.98,2023-11-17,636,0,0
盐田,0,办公楼,257160,9609.38,2023-11-17,112,0,0
深汕,0,办公楼,257159,54013.67,2023-11-17,400,0,0
坪山,0,办公楼,257158,4631.33,2023-11-17,117,0,0
南山,66295.82,办公楼,257157,390120.58,2023-11-17,2186,1,48.37
罗湖,0,办公楼,257156,216139.72,2023-11-17,1562,0,0
龙华,0,办公楼,257155,51522.67,2023-11-17,265,0,0
龙岗,0,办公楼,257154,186636.21,2023-11-17,2541,0,0
光明,0,办公楼,257153,40548.33,2023-11-17,541,0,0
福田,0,办公楼,257152,67477.14,2023-11-17,526,0,0
宝安,0,办公楼,257151,350617.22,2023-11-17,2291,0,0
全市,66950.27,住宅,257150,5148529.6,2023-11-17,51539,85,8739.75
盐田,45787.54,住宅,257149,76480.39,2023-11-17,779,1,92.46
深汕,11229.71,住宅,257148,355168.53,2023-11-17,3024,2,256.58
坪山,37157.38,住宅,257147,547260.95,2023-11-17,6013,4,331.01
南山,98316.31,住宅,257146,229610.49,2023-11-17,1792,4,460.82
罗湖,70339.19,住宅,257145,79639.19,2023-11-17,588,4,487.33
龙华,66569.32,住宅,257144,1060565.72,2023-11-17,10603,13,1367.33
龙岗,39607.46,住宅,257143,1053074.99,2023-11-17,11242,11,951.68
光明,43550.47,住宅,257142,750762.2,2023-11-17,7742,12,1083.61
福田,107579.79,住宅,257141,149095.12,2023-11-17,1131,5,741.51
大鹏,32561.51,住宅,257140,85360.24,2023-11-17,734,1,124.38
宝安,79633.32,住宅,257139,761511.78,2023-11-17,7891,28,2843.04
全市,45020.97,商业,257138,1740921.01,2023-11-17,25724,20,1045.44
盐田,0,商业,257137,24846.36,2023-11-17,434,0,0
深汕,0,商业,257136,100840.57,2023-11-17,1481,0,0
坪山,0,商业,257135,45449.03,2023-11-17,558,0,0
南山,83595.07,商业,257134,369094.14,2023-11-17,4347,3,219.98
罗湖,0,商业,257133,59994.72,2023-11-17,775,0,0
龙华,0,商业,257132,187908.85,2023-11-17,4358,0,0
龙岗,23141.9,商业,257131,272262.2,2023-11-17,4429,5,272.28
光明,31809.63,商业,257130,150733.21,2023-11-17,2399,9,373.06
福田,0,商业,257129,84056.68,2023-11-17,498,0,0
大鹏,0,商业,257128,30167.04,2023-11-17,498,0,0
宝安,58347.25,商业,257127,415568.21,2023-11-17,5947,3,180.12
全市,22287.96,其他,257126,1279106.9,2023-11-17,8253,4,151.28
盐田,0,其他,257125,12929.95,2023-11-17,51,0,0
深汕,0,其他,257124,11177.5,2023-11-17,238,0,0
南山,0,其他,257123,269803.21,2023-11-17,2384,0,0
罗湖,0,其他,257122,92118.22,2023-11-17,143,0,0
龙华,0,其他,257121,261786.32,2023-11-17,1732,0,0
龙岗,0,其他,257120,170844.47,2023-11-17,97,0,0
光明,0,其他,257119,15263.07,2023-11-17,327,0,0
全市,66295.82,办公楼,257118,1371316.25,2023-11-17,10541,1,48.37
宝安,22287.96,其他,257117,331278.18,2023-11-17,2645,4,151.28
福田,0,办公楼,257053,67477.14,2023-11-16,526,0,0
宝安,0,办公楼,257052,350470.97,2023-11-16,2290,0,0
全市,57487,住宅,257051,5155429.08,2023-11-16,51610,109,11024.25
盐田,0,住宅,257050,76553.7,2023-11-16,780,0,0
深汕,13545,住宅,257049,355505.25,2023-11-16,3027,1,135.83
坪山,33899.54,住宅,257048,547674.19,2023-11-16,6017,8,711.72
光明,0,办公楼,257054,40548.33,2023-11-16,541,0,0
龙岗,0,办公楼,257055,186636.21,2023-11-16,2541,0,0
龙华,0,办公楼,257056,51522.67,2023-11-16,265,0,0
罗湖,0,办公楼,257057,216139.72,2023-11-16,1562,0,0
南山,0,办公楼,257058,390208.25,2023-11-16,2188,0,0
坪山,0,办公楼,257059,4631.33,2023-11-16,117,0,0
深汕,0,办公楼,257060,54013.67,2023-11-16,400,0,0
盐田,0,办公楼,257061,9609.38,2023-11-16,112,0,0
福田,0,其他,257062,113905.98,2023-11-16,636,0,0
宝安,0,其他,257018,331429.46,2023-11-16,2649,0,0
全市,0,办公楼,257019,1371257.67,2023-11-16,10542,0,0
光明,0,其他,257020,15263.07,2023-11-16,327,0,0
龙岗,0,其他,257021,178434.47,2023-11-16,99,0,0
龙华,19019.7,其他,257022,261786.32,2023-11-16,1732,4,137.09
罗湖,0,其他,257023,92118.22,2023-11-16,143,0,0
南山,69182.03,其他,257024,269803.21,2023-11-16,2384,1,100.99
深汕,0,其他,257025,11177.5,2023-11-16,238,0,0
盐田,0,其他,257026,12929.95,2023-11-16,51,0,0
全市,40297.81,其他,257027,1286848.18,2023-11-16,8259,5,238.08
宝安,0,商业,257028,415603.7,2023-11-16,5948,0,0
大鹏,0,商业,257029,30167.04,2023-11-16,498,0,0
福田,0,商业,257030,84056.68,2023-11-16,498,0,0
光明,32744.39,商业,257031,150776.94,2023-11-16,2400,3,124.4
龙岗,26039.98,商业,257032,272719.8,2023-11-16,4438,2,129.8
龙华,0,商业,257033,187908.85,2023-11-16,4358,0,0
罗湖,0,商业,257034,59994.72,2023-11-16,775,0,0
南山,62843.94,商业,257035,369798.5,2023-11-16,4352,1,34.66
坪山,0,商业,257036,45449.03,2023-11-16,558,0,0
深汕,21432.35,商业,257037,100840.57,2023-11-16,1481,1,40.18
南山,97403.47,住宅,257047,229610.49,2023-11-16,1792,3,377.49
罗湖,52523.68,住宅,257046,79744.93,2023-11-16,589,6,685.21
龙华,55639.86,住宅,257045,1061725.96,2023-11-16,10616,19,1983.34
龙岗,42233.71,住宅,257044,1054146.47,2023-11-16,11255,11,1103.91
光明,42865.27,住宅,257043,751760.15,2023-11-16,7753,16,1458.21
福田,102113.7,住宅,257042,149824.5,2023-11-16,1137,6,755.22
大鹏,0,住宅,257041,85580.5,2023-11-16,736,0,0
宝安,62524.48,住宅,257040,763302.94,2023-11-16,7908,39,3813.32
全市,31888.87,商业,257039,1742162.19,2023-11-16,25740,7,329.04
盐田,0,商业,257038,24846.36,2023-11-16,434,0,0
福田,0,其他,256981,113905.98,2023-11-15,636,0,0
盐田,47144.79,办公楼,256980,9609.38,2023-11-15,112,1,71.08
深汕,0,办公楼,256979,54013.67,2023-11-15,400,0,0
坪山,0,办公楼,256978,4631.33,2023-11-15,117,0,0
南山,0,办公楼,256977,390208.25,2023-11-15,2188,0,0
罗湖,0,办公楼,256976,216139.72,2023-11-15,1562,0,0
龙华,0,办公楼,256975,51522.67,2023-11-15,265,0,0
龙岗,0,办公楼,256974,186636.21,2023-11-15,2541,0,0
光明,0,办公楼,256973,40548.33,2023-11-15,541,0,0
福田,50012.17,办公楼,256972,67477.14,2023-11-15,526,1,82.18
宝安,0,办公楼,256971,350470.97,2023-11-15,2290,0,0
全市,59696.8,住宅,256970,5160367.88,2023-11-15,51663,92,9075.45
盐田,38681.19,住宅,256969,76552.82,2023-11-15,780,1,89.81
深汕,0,住宅,256968,355735.67,2023-11-15,3029,0,0
坪山,34784.67,住宅,256967,548340.51,2023-11-15,6025,8,632.27
南山,100185.16,住宅,256966,229737.24,2023-11-15,1793,2,367.27
罗湖,61155.87,住宅,256965,79842.68,2023-11-15,590,3,293.14
南山,0,商业,256954,370013.59,2023-11-15,4353,0,0
罗湖,0,商业,256953,59994.72,2023-11-15,775,0,0
龙华,0,商业,256952,187908.85,2023-11-15,4358,0,0
龙岗,26014.01,商业,256951,273143.32,2023-11-15,4445,2,118.74
光明,0,商业,256950,151150.08,2023-11-15,2409,0,0
福田,0,商业,256949,84056.68,2023-11-15,498,0,0
大鹏,0,商业,256948,30167.04,2023-11-15,498,0,0
宝安,63998.11,商业,256947,421331.31,2023-11-15,5997,5,444.34
全市,70696.48,其他,256946,1286848.18,2023-11-15,8259,2,159.75
盐田,0,其他,256945,12929.95,2023-11-15,51,0,0
深汕,0,其他,256944,11177.5,2023-11-15,238,0,0
南山,70696.48,其他,256943,269803.21,2023-11-15,2384,2,159.75
罗湖,0,其他,256942,92118.22,2023-11-15,143,0,0
龙华,0,其他,256941,261786.32,2023-11-15,1732,0,0
龙岗,0,其他,256940,178434.47,2023-11-15,99,0,0
光明,0,其他,256939,15263.07,2023-11-15,327,0,0
全市,48682.32,办公楼,256938,1371257.67,2023-11-15,10542,2,153.26
宝安,0,其他,256937,331429.46,2023-11-15,2649,0,0
坪山,0,商业,256955,45449.03,2023-11-15,558,0,0
深汕,0,商业,256956,100880.75,2023-11-15,1482,0,0
盐田,43795.45,商业,256957,24846.36,2023-11-15,434,4,153.12
全市,53381.43,商业,256958,1748941.73,2023-11-15,25807,11,716.2
宝安,68280.79,住宅,256959,764384.23,2023-11-15,7919,34,3537.32
大鹏,0,住宅,256960,85580.5,2023-11-15,736,0,0
福田,93078.4,住宅,256961,149382.5,2023-11-15,1134,4,412.05
光明,42807.83,住宅,256962,753420.91,2023-11-15,7771,18,1659.78
龙岗,45039.88,住宅,256963,1054649.73,2023-11-15,11260,9,784.86
龙华,57970.15,住宅,256964,1062741.09,2023-11-15,10626,13,1298.95
罗湖,0,住宅,256865,79994.46,2023-11-14,591,0,0
南山,0,住宅,256866,233134.76,2023-11-14,1836,0,0
坪山,35209.61,住宅,256867,548314.83,2023-11-14,6025,2,176.5
深汕,11298,住宅,256868,355735.67,2023-11-14,3029,1,97.6
盐田,0,住宅,256869,76641.58,2023-11-14,781,0,0
全市,56708.93,住宅,256870,5171706.2,2023-11-14,51789,46,4373.15
宝安,0,办公楼,256871,350470.97,2023-11-14,2290,0,0
福田,52288.46,办公楼,256872,68064.81,2023-11-14,527,3,85.03
光明,0,办公楼,256873,40548.33,2023-11-14,541,0,0
龙岗,0,办公楼,256874,186636.21,2023-11-14,2541,0,0
龙华,0,办公楼,256875,51522.67,2023-11-14,265,0,0
罗湖,0,办公楼,256876,216139.72,2023-11-14,1562,0,0
南山,0,办公楼,256877,390168.95,2023-11-14,2187,0,0
坪山,0,办公楼,256878,4631.33,2023-11-14,117,0,0
深汕,0,办公楼,256879,54013.67,2023-11-14,400,0,0
盐田,0,办公楼,256880,9680.46,2023-11-14,113,0,0
福田,0,其他,256881,113905.98,2023-11-14,636,0,0
宝安,24504.79,其他,256837,331429.46,2023-11-14,2649,2,729.83
全市,52288.46,办公楼,256838,1371877.12,2023-11-14,10543,3,85.03
光明,0,其他,256839,15263.07,2023-11-14,327,0,0
龙岗,0,其他,256840,183684.97,2023-11-14,100,0,0
龙华,0,其他,256841,261983.73,2023-11-14,1736,0,0
罗湖,0,其他,256842,92118.22,2023-11-14,143,0,0
南山,67939.89,其他,256843,269904.51,2023-11-14,2385,1,58.33
深汕,0,其他,256844,11177.5,2023-11-14,238,0,0
盐田,0,其他,256845,12929.95,2023-11-14,51,0,0
全市,27719.32,其他,256846,1292397.39,2023-11-14,8265,3,788.16
宝安,81091.15,商业,256847,427570.82,2023-11-14,6095,4,253.18
大鹏,0,商业,256848,30167.04,2023-11-14,498,0,0
福田,0,商业,256849,84056.68,2023-11-14,498,0,0
光明,0,商业,256850,151274.4,2023-11-14,2412,0,0
龙岗,24023.34,商业,256851,273127.37,2023-11-14,4445,2,119.44
龙华,0,商业,256852,187908.85,2023-11-14,4358,0,0
罗湖,0,商业,256853,59994.72,2023-11-14,775,0,0
南山,95893.66,商业,256854,370414.45,2023-11-14,4360,4,788.88
坪山,0,商业,256855,45449.03,2023-11-14,558,0,0
深汕,0,商业,256856,100880.75,2023-11-14,1482,0,0
盐田,0,商业,256857,24999.48,2023-11-14,438,0,0
全市,85276.45,商业,256858,1755843.59,2023-11-14,25919,10,1161.5
宝安,73198.16,住宅,256859,766846.96,2023-11-14,7944,12,1282.58
