district,Price,size, sold,target
龙岗,24200.38,557.01,9,90平方米以下
龙华,53066.14,332.25,5,90平方米以下
坪山,31233.04,183.71,3,90平方米以下
全市,69682.41,1238.77,5,144平方米以上
罗湖,53809.18,151.07,1,144平方米以上
宝安,71887.03,1087.7,4,144平方米以上
光明,43997.98,238.65,2,90~144平方米
宝安,64251.92,1159.6,11,90~144平方米
龙岗,41454.27,192.64,2,90~144平方米
龙华,64504.32,249.98,2,90~144平方米
南山,88670.19,295.87,3,90~144平方米
全市,63345.11,2136.74,20,90~144平方米
福田,45420.79,78.15,1,90平方米以下
宝安,40506.09,245.83,4,90平方米以下
全市,38231.04,1559.78,22,90平方米以下
光明,40474.98,439.87,5,90平方米以下
龙岗,30749.25,537.12,8,90平方米以下
龙华,25215.01,27.12,1,90平方米以下
南山,78025.26,82.99,1,90平方米以下
坪山,31243.11,148.7,2,90平方米以下
全市,55084.17,151.53,1,144平方米以上
罗湖,55084.17,151.53,1,144平方米以上
福田,93948.6,142.82,1,90~144平方米
宝安,55276.63,2752.53,26,90~144平方米
光明,42739.57,409.07,4,90~144平方米
龙岗,42328.09,869.43,8,90~144平方米
龙华,62510.75,1385.21,13,90~144平方米
罗湖,69427.76,97.75,1,90~144平方米
南山,86860.95,339.22,3,90~144平方米
坪山,36281.67,737.4,7,90~144平方米
深汕,11125.51,127.55,1,90~144平方米
全市,54054.72,6860.98,64,90~144平方米
全市,44454.38,3910.41,49,90平方米以下
宝安,50213.79,1432.93,17,90平方米以下
福田,78787.26,78.44,1,90平方米以下
光明,37417.01,242.92,3,90平方米以下
龙岗,31294.44,998,13,90平方米以下
龙华,56140.2,673.68,8,90平方米以下
南山,73012.95,80.87,1,90平方米以下
坪山,28881.39,403.57,6,90平方米以下
全市,103869.46,759.15,4,144平方米以上
南山,124639.54,188.99,1,144平方米以上
宝安,96984.83,570.16,3,144平方米以上
福田,104110.16,359.76,3,90~144平方米
宝安,51912.32,1845.33,17,90~144平方米
光明,40852.33,214.55,2,90~144平方米
龙岗,34149.2,1105.88,11,90~144平方米
龙华,57064.12,1117.66,11,90~144平方米
罗湖,55679.18,135.51,1,90~144平方米
南山,78341.32,333.9,3,90~144平方米
深汕,10637.2,128.31,1,90~144平方米
全市,53163.81,5240.9,49,90~144平方米
全市,46152.54,3655.44,44,90平方米以下
宝安,48565.2,1507.93,18,90平方米以下
光明,40679.94,415.56,5,90平方米以下
龙岗,30069.47,736.7,9,90平方米以下
龙华,60450.28,582.13,7,90平方米以下
南山,77757.75,165.98,2,90平方米以下
坪山,33671.74,247.14,3,90平方米以下
全市,71785.93,689.55,3,144平方米以上
宝安,71785.93,689.55,3,144平方米以上
福田,84128.69,269.08,2,90~144平方米
宝安,68394.73,2279.05,22,90~144平方米
光明,38920.51,212.59,2,90~144平方米
龙岗,39002.63,915.4,9,90~144平方米
龙华,57916.24,1283.28,12,90~144平方米
南山,83826.95,512.06,5,90~144平方米
坪山,38909.48,92.64,1,90~144平方米
深汕,11084.14,349.69,3,90~144平方米
全市,58713.15,5913.79,56,90~144平方米
全市,45121.17,3800.47,50,90平方米以下
宝安,52145.71,1246.27,15,90平方米以下
光明,42201.7,518.37,6,90平方米以下
龙岗,26281.49,807.42,13,90平方米以下
龙华,56216.34,781.52,10,90平方米以下
南山,71000.57,132.19,2,90平方米以下
坪山,32024.04,314.7,4,90平方米以下
全市,98162.11,2261.58,11,144平方米以上
南山,121969.03,188.75,1,144平方米以上
罗湖,53639.18,151.07,1,144平方米以上
龙华,78585.46,175.89,1,144平方米以上
宝安,101413.13,1745.87,8,144平方米以上
福田,96554.32,250.18,2,90~144平方米
宝安,62431.82,1702.93,16,90~144平方米
光明,41514.93,911.87,8,90~144平方米
龙岗,40479.25,1595.94,15,90~144平方米
龙华,59152.73,1401.61,13,90~144平方米
罗湖,71757.5,213.74,2,90~144平方米
南山,89374.07,210.66,2,90~144平方米
深汕,11190.89,225.37,2,90~144平方米
全市,54132.61,6512.3,60,90~144平方米
全市,40560.82,3689.17,51,90平方米以下
宝安,41211.62,985.09,14,90平方米以下
福田,45408.62,78.15,1,90平方米以下
光明,40401.75,688.47,8,90平方米以下
龙岗,30305.16,1052.45,16,90平方米以下
龙华,55643.33,521.95,6,90平方米以下
南山,74537.19,141.12,2,90平方米以下
坪山,28017.28,221.94,4,90平方米以下
全市,81584.81,2400.15,10,144平方米以上
龙岗,56975.17,186.06,1,144平方米以上
福田,34994.84,490.84,1,144平方米以上
宝安,97512.32,1723.25,8,144平方米以上
光明,42600.18,327.33,3,90~144平方米
宝安,56267.24,1505.43,13,90~144平方米
龙岗,42340.78,1388.06,12,90~144平方米
龙华,61365.37,1166.54,11,90~144平方米
罗湖,61764.51,228.78,2,90~144平方米
南山,83772.14,501.62,5,90~144平方米
坪山,33147.01,187.88,2,90~144平方米
盐田,55347.6,138.12,1,90~144平方米
全市,54931.14,5443.76,49,90~144平方米
全市,44878.72,2953.53,39,90平方米以下
宝安,58333.72,447.17,7,90平方米以下
福田,58711.12,134.76,2,90平方米以下
光明,35288.44,642.46,8,90平方米以下
龙岗,31863.29,1133.25,15,90平方米以下
龙华,58747.6,346.92,4,90平方米以下
南山,77890.67,248.97,3,90平方米以下
全市,103163.1,673.24,3,144平方米以上
宝安,103163.1,673.24,3,144平方米以上
光明,39120.64,295.96,3,90~144平方米
宝安,91019.35,108.2,1,90~144平方米
龙岗,44337.77,223.91,2,90~144平方米
龙华,67551.67,207.04,2,90~144平方米
罗湖,59173.7,134.34,1,90~144平方米
南山,104312.47,90.76,1,90~144平方米
深汕,11940.92,98.32,1,90~144平方米
全市,55182.72,1158.53,11,90~144平方米
全市,34551.2,1874.89,29,90平方米以下
宝安,40834.52,476.18,7,90平方米以下
福田,60447.2,81.76,1,90平方米以下
光明,36821.49,81.24,1,90平方米以下
龙岗,28346.75,653,10,90平方米以下
龙华,53159.46,82.58,1,90平方米以下
南山,66293.91,58.33,1,90平方米以下
坪山,24070.42,441.8,8,90平方米以下
全市,88907.5,597.15,3,144平方米以上
南山,65961.91,189.09,1,144平方米以上
罗湖,79082.57,158.79,1,144平方米以上
宝安,112572.13,249.27,1,144平方米以上
光明,46230,230.72,2,90~144平方米
宝安,69130.85,1250.1,12,90~144平方米
龙岗,33006.9,191.45,2,90~144平方米
龙华,65113.47,810,7,90~144平方米
罗湖,62636.16,221.85,2,90~144平方米
南山,87277.06,425.19,4,90~144平方米
全市,66197.63,3129.31,29,90~144平方米
全市,30950,895.56,13,90平方米以下
宝安,45175.13,79.08,1,90平方米以下
龙岗,21298.14,541.04,8,90平方米以下
南山,77672.17,119.12,2,90平方米以下
坪山,32063.82,79.1,1,90平方米以下
深汕,10792.99,77.22,1,90平方米以下
福田,90033.72,123.62,1,90~144平方米
宝安,60501.7,942.13,9,90~144平方米
光明,36552.95,185.32,2,90~144平方米
龙岗,42068.6,861.4,8,90~144平方米
龙华,61586.56,1503.73,14,90~144平方米
罗湖,71778.95,184.1,2,90~144平方米
南山,75455.74,523.38,5,90~144平方米
坪山,35714.54,215.96,2,90~144平方米
深汕,11856.64,322.27,3,90~144平方米
全市,55082.34,5000.03,47,90~144平方米
盐田,53728.65,138.12,1,90~144平方米
全市,39237.16,2578.74,34,90平方米以下
宝安,42794.29,939.1,14,90平方米以下
福田,44086.6,78.15,1,90平方米以下
光明,41686.74,438.2,5,90平方米以下
龙岗,27986.69,785.48,10,90平方米以下
龙华,65484.57,88.59,1,90平方米以下
南山,79270,82.99,1,90平方米以下
坪山,29591.22,166.23,2,90平方米以下
全市,96779.72,1079.18,5,144平方米以上
南山,104303.62,268.58,1,144平方米以上
福田,93708.92,261.67,1,144平方米以上
宝安,94562.26,548.93,3,144平方米以上
福田,90086.56,484.85,4,90~144平方米
宝安,67595.72,708.83,7,90~144平方米
光明,41317.12,417.03,4,90~144平方米
龙岗,40734.44,615.71,6,90~144平方米
龙华,53292.24,1298.92,13,90~144平方米
罗湖,60995.99,341.77,3,90~144平方米
南山,80237.58,504.75,5,90~144平方米
坪山,31184.94,315.37,3,90~144平方米
深汕,11884.08,247.18,2,90~144平方米
全市,56185.97,4934.41,47,90~144平方米
光明,39513.23,354.53,4,90平方米以下
宝安,45548.51,517.35,6,90平方米以下
大鹏,21203.46,89.39,1,90平方米以下
福田,94758.98,245.2,3,90平方米以下
全市,43992.78,3325.57,48,90平方米以下
龙岗,29384.79,1125.74,17,90平方米以下
龙华,34733.19,76.6,2,90平方米以下
南山,77970.96,412.83,5,90平方米以下
坪山,31093.01,503.93,10,90平方米以下
全市,68844.31,3290.37,11,144平方米以上
南山,107866.23,415.13,2,144平方米以上
龙岗,55557.05,186.06,1,144平方米以上
宝安,63739.8,2689.18,8,144平方米以上
福田,92605.19,142.82,1,90~144平方米
宝安,48351.65,990.63,9,90~144平方米
光明,40055.95,515.47,5,90~144平方米
龙岗,38961.57,1245.07,12,90~144平方米
龙华,58261.77,1312.54,13,90~144平方米
罗湖,70400.92,93.27,1,90~144平方米
南山,92691.17,742.27,7,90~144平方米
坪山,31129.55,94.42,1,90~144平方米
深汕,11798.67,127.86,1,90~144平方米
全市,54435.76,5264.35,50,90~144平方米
全市,43448,4164.39,58,90平方米以下
宝安,47838.88,1460.05,19,90平方米以下
光明,39133.78,735.74,9,90平方米以下
龙岗,29678.12,1260.22,19,90平方米以下
龙华,41479.95,174.35,4,90平方米以下
南山,79329.54,414.95,5,90平方米以下
坪山,35266.55,79.86,1,90平方米以下
盐田,49153.95,39.22,1,90平方米以下
全市,53096.9,512.59,3,144平方米以上
罗湖,56274.18,151.3,1,144平方米以上
龙岗,51766.33,361.29,2,144平方米以上
光明,42597.12,562.8,5,90~144平方米
宝安,69304.56,1458.72,13,90~144平方米
龙岗,38523.54,1691.52,16,90~144平方米
龙华,60704.14,1491.79,15,90~144平方米
南山,91001.09,1102.47,10,90~144平方米
深汕,11323.82,256.57,2,90~144平方米
全市,58505.44,6563.87,61,90~144平方米
光明,37879.28,442.71,5,90平方米以下
宝安,38252.62,766.87,15,90平方米以下
全市,37654.75,3176.77,45,90平方米以下
福田,39569.47,49.76,1,90平方米以下
大鹏,20149.66,87.83,1,90平方米以下
龙岗,28316.03,1091.75,14,90平方米以下
龙华,61933.26,177.56,2,90平方米以下
南山,76194.01,224.49,3,90平方米以下
坪山,32048.13,335.8,4,90平方米以下
全市,29451.96,2324.43,4,144平方米以上
深汕,10000,146.15,1,144平方米以上
宝安,30757.08,2178.28,3,144平方米以上
福田,88322.06,121.84,1,90~144平方米
宝安,72459.67,800.45,8,90~144平方米
光明,43167.09,335.53,3,90~144平方米
龙岗,37818.72,949.8,9,90~144平方米
龙华,58486.74,624.83,6,90~144平方米
罗湖,60123.79,218.02,2,90~144平方米
南山,86804.89,724.61,7,90~144平方米
全市,56523.55,4287.43,41,90~144平方米
深汕,11594.92,314.44,3,90~144平方米
坪山,35254.13,197.91,2,90~144平方米
全市,39101.9,3252.86,56,90平方米以下
宝安,36810.35,1483.17,33,90平方米以下
光明,38476.58,602.26,7,90平方米以下
龙岗,30678.04,602.03,8,90平方米以下
龙华,57688.36,490.13,7,90平方米以下
坪山,35607.73,75.27,1,90平方米以下
全市,88614.11,524.29,3,144平方米以上
南山,104142.65,342.97,2,144平方米以上
宝安,59241.62,181.32,1,144平方米以上
光明,43699.83,202.73,2,90~144平方米
宝安,88301.43,320.05,3,90~144平方米
龙岗,40571.6,389.54,4,90~144平方米
龙华,51310.01,628.56,6,90~144平方米
南山,79715.15,193.84,2,90~144平方米
坪山,33135.16,92.5,1,90~144平方米
深汕,10703,115.64,1,90~144平方米
全市,54008.27,1942.86,19,90~144平方米
全市,43810.02,2635.32,50,90平方米以下
宝安,43454.1,601,12,90平方米以下
光明,40841.95,258.76,3,90平方米以下
龙岗,34623.69,459.39,6,90平方米以下
龙华,36899.41,757.99,21,90平方米以下
南山,73987.83,405.17,6,90平方米以下
坪山,32131.52,153.01,2,90平方米以下
全市,10000,165.3,1,144平方米以上
深汕,10000,165.3,1,144平方米以上
福田,96024.23,110.68,1,90~144平方米
宝安,62915.48,895.07,9,90~144平方米
光明,36730.52,92.59,1,90~144平方米
龙岗,35267.78,130.05,1,90~144平方米
龙华,62574.44,398.95,4,90~144平方米
罗湖,53540.57,92.5,1,90~144平方米
南山,81483.68,1081.5,11,90~144平方米
全市,63740.58,3121.3,31,90~144平方米
深汕,11011.61,220.67,2,90~144平方米
坪山,35785.94,99.29,1,90~144平方米
全市,43336.5,1927.02,32,90平方米以下
宝安,36940.58,850.35,17,90平方米以下
光明,37606.49,89.61,1,90平方米以下
龙岗,20771.37,308.96,6,90平方米以下
龙华,48368.42,342.61,4,90平方米以下
南山,76720.42,335.49,4,90平方米以下
全市,56433.41,186.06,1,144平方米以上
龙岗,56433.41,186.06,1,144平方米以上
光明,41093.32,520.32,5,90~144平方米
宝安,57749.12,854.55,8,90~144平方米
龙岗,33021.95,876.53,9,90~144平方米
龙华,62012.94,1343.6,13,90~144平方米
罗湖,51301.68,96.87,1,90~144平方米
南山,81749.84,192.71,2,90~144平方米
坪山,31916.16,278.08,3,90~144平方米
全市,49889.73,4290.97,42,90~144平方米
深汕,11534.28,128.31,1,90~144平方米
全市,42984.08,1454.86,19,90平方米以下
宝安,41309.6,408.29,6,90平方米以下
光明,40200.9,178.76,2,90平方米以下
龙岗,27466.02,518,7,90平方米以下
龙华,65904.98,266.82,3,90平方米以下
南山,80383.65,82.99,1,90平方米以下
全市,64978.81,151.53,1,144平方米以上
罗湖,64978.81,151.53,1,144平方米以上
福田,119206.13,242.02,2,90~144平方米
宝安,60600.19,315.41,3,90~144平方米
光明,43672.37,344.71,3,90~144平方米
龙岗,37527.11,2326.94,22,90~144平方米
龙华,57299.72,983.73,9,90~144平方米
罗湖,53795.68,108.5,1,90~144平方米
南山,75587.83,210.27,2,90~144平方米
坪山,34882.8,90.78,1,90~144平方米
全市,50105.71,4622.36,43,90~144平方米
全市,44369.92,1962.8,24,90平方米以下
宝安,46617.33,232.6,3,90平方米以下
光明,40158.94,267.53,3,90平方米以下
龙岗,34221.55,898.22,11,90平方米以下
龙华,63865.58,424.14,5,90平方米以下
南山,78577.17,70.96,1,90平方米以下
坪山,30282.65,69.35,1,90平方米以下
全市,92558.26,855.53,4,144平方米以上
福田,114313.84,252.77,1,144平方米以上
宝安,83434.97,602.76,3,144平方米以上
光明,44686.13,333.35,3,90~144平方米
宝安,73139.39,968.19,9,90~144平方米
龙岗,32085.3,710.71,7,90~144平方米
龙华,64994.5,694.51,7,90~144平方米
罗湖,60987.23,459.88,4,90~144平方米
南山,94525.04,292.97,3,90~144平方米
坪山,32512.35,131.18,1,90~144平方米
深汕,11523.81,119.32,1,90~144平方米
全市,57958.23,3710.11,35,90~144平方米
光明,39589.41,435.56,5,90平方米以下
宝安,45166.17,1076.52,18,90平方米以下
大鹏,20991.15,88.29,1,90平方米以下
福田,103541.36,82.09,1,90平方米以下
全市,42587.54,3064.39,44,90平方米以下
龙岗,31082.04,824.15,12,90平方米以下
龙华,60972.41,170.43,2,90平方米以下
南山,71665.03,139.19,2,90平方米以下
坪山,33458.76,248.16,3,90平方米以下
全市,77245.89,1404.29,7,144平方米以上
南山,97141.39,243.32,1,144平方米以上
龙岗,55104.8,186.06,1,144平方米以上
宝安,76505.92,974.91,5,144平方米以上
福田,114790.21,134.26,1,90~144平方米
宝安,54481.09,722.19,7,90~144平方米
光明,42762.38,970.18,8,90~144平方米
龙岗,39227.45,1389.89,13,90~144平方米
龙华,60049.87,1769.64,17,90~144平方米
南山,83241.47,473.8,4,90~144平方米
坪山,33686.82,455.66,4,90~144平方米
深汕,11406.59,256.59,2,90~144平方米
全市,50994.62,6172.21,56,90~144平方米
全市,37368.82,3832.07,56,90平方米以下
宝安,38708.1,1263.7,21,90平方米以下
光明,41293.02,729.59,9,90平方米以下
龙岗,26920.33,1173.67,17,90平方米以下
龙华,56084.16,346.65,4,90平方米以下
南山,62540.47,141.78,3,90平方米以下
坪山,36725.66,88.49,1,90平方米以下
深汕,11379.27,88.19,1,90平方米以下
全市,92872.45,1514.68,7,144平方米以上
南山,95046.79,243.32,1,144平方米以上
龙岗,43297.29,162.95,1,144平方米以上
宝安,99683.29,1108.41,5,144平方米以上
光明,41125.26,746.89,7,90~144平方米
宝安,78333.55,1617.2,14,90~144平方米
龙岗,36992.68,1230.16,12,90~144平方米
龙华,58809.61,501.71,5,90~144平方米
罗湖,55055.06,326.66,3,90~144平方米
南山,84065.95,900.32,8,90~144平方米
坪山,36498.73,99.29,1,90~144平方米
全市,60805.95,5422.23,50,90~144平方米
全市,40769.9,2822.68,38,90平方米以下
宝安,45447.54,702.35,9,90平方米以下
光明,42864.57,601.64,7,90平方米以下
龙岗,27312.35,897.85,14,90平方米以下
龙华,57888.58,387.84,5,90平方米以下
南山,71256.73,80.87,1,90平方米以下
坪山,30466.28,152.13,2,90平方米以下
全市,98351.13,166.53,1,144平方米以上
宝安,98351.13,166.53,1,144平方米以上
光明,46034.42,348.67,3,90~144平方米
宝安,98583.8,475.25,4,90~144平方米
龙岗,33261.47,94.27,1,90~144平方米
龙华,55032.78,699.34,7,90~144平方米
罗湖,52001.26,297.45,3,90~144平方米
深汕,13038.04,393.46,3,90~144平方米
全市,54202.26,2308.44,21,90~144平方米
全市,40945.61,1526.63,26,90平方米以下
宝安,74327.48,242.6,4,90平方米以下
福田,60368.11,52.4,1,90平方米以下
光明,40800.22,259.17,3,90平方米以下
龙岗,27316.85,727.98,15,90平方米以下
